Date,OpeningPrice,HighestPrice,LowestPrice,ClosingPrice,Volume,MarketCap
2019-12-12,50797.18,51148.42,50431.18,50982.97,133223932280.82,922696239081.61
2019-12-13,50861.15,51204.44,50738.02,51036.82,120231236188.46,923767062550.72
2019-12-14,50685.33,50963.78,49488.13,49679.64,119494794603.95,899296455636.2
2019-12-15,49676.61,50072.92,48282.98,49872.29,117710430012.41,902861025924.94
2019-12-16,49881.78,50003.84,48138.69,48339.49,140945082140.11,875207636254.96
2019-12-17,48398.6,48627.35,46001.19,46368.06,156157499328.03,839547637803.28
2019-12-18,46515.28,51254.38,45762.03,50917.24,222766517183.64,921915874713.8
2019-12-19,50979.52,51462.95,49324.88,50455.92,181461753933.8,913772539784.3
2019-12-20,50535.43,50880.94,49676.56,50606.79,158672097938.25,916629407950.27
2019-12-21,50592.53,50610.98,49836.81,50386.29,135317259276.33,912746384519.75
2019-12-22,50386.5,52676.6,50218.27,52631.45,162096767097.38,953527944089.96
2019-12-23,52612.63,53644.53,51332.43,51538.68,195008989268.31,933822911027.94
2019-12-24,51574.89,52846.47,50979.75,51351.46,161235647500.81,930511484130.3
2019-12-25,51334.5,51553.58,50600.37,50979.93,151076076379.77,923860109787.69
2019-12-26,50846.48,51639.8,50326.38,50596.04,159267527934.09,917009490379.29
2019-12-27,50647.45,51524.82,50310.12,51010.94,159380028094.29,924619743992.19
2019-12-28,50992.6,51762.21,50977.73,51195.19,149469975356.14,928056250127.66
2019-12-29,51192.8,52566.08,50928.48,51927.39,157022533829.85,941430652915.17
2019-12-30,51910.74,52152.46,50903.6,51020.33,160022850350.88,925090509527.15
2019-12-31,50964.79,51250.2,50093.8,50260.24,147896205897.39,911400899502.64
